feature,emotion
[0.28665176 0.28665176 0.28665176 ... 0.         0.         0.        ],5
[0.31209978 0.         0.         ... 0.04294457 0.         0.        ],4
[0.05478847 0.00510461 0.02760159 ... 0.02976966 0.01176749 0.        ],6
[0.22151802 0.11798322 0.0951     ... 0.05827722 0.26423687 0.26423687],1
[0.21140913 0.05943393 0.14510606 ... 0.00447651 0.         0.02511402],5
[0.04721821 0.04969525 0.07158848 ... 0.02471655 0.03767033 0.04806355],7
[0.27316978 0.27316978 0.22868283 ... 0.17072885 0.02151048 0.03042042],5
[0.23172791 0.08838335 0.11184364 ... 0.0146956  0.04476709 0.03685408],7
[0.05055788 0.01413136 0.02278613 ... 0.         0.         0.178964  ],5
[0.11658324 0.27180302 0.01904544 ... 0.03639041 0.27328889 0.08902099],5
[0.35371417 0.05636946 0.01502325 ... 0.04652683 0.01318007 0.01155968],4
[0.01373653 0.         0.01554111 ... 0.2431784  0.13248205 0.24129664],6
[0.03796449 0.01140691 0.04976654 ... 0.03418751 0.         0.03909492],5
[0.0134997  0.         0.         ... 0.02403782 0.01900356 0.        ],6
[0.33922856 0.06561333 0.         ... 0.         0.         0.11890404],5
[0.0561377  0.         0.1351126  ... 0.3251969  0.09078121 0.09866153],5
[0.30613809 0.30613809 0.25571882 ... 0.10700015 0.14558393 0.25062882],5
[0.18501244 0.         0.         ... 0.00610822 0.02018117 0.05770129],6
[0.02747648 0.126194   0.10219246 ... 0.01786855 0.0284882  0.01219293],7
[0.16163333 0.08494075 0.05616512 ... 0.03710881 0.19060586 0.34393959],6
[0.29555023 0.29555023 0.24669602 ... 0.28068811 0.16654373 0.06258135],6
[0.3601989  0.08385592 0.0601727  ... 0.         0.         0.05581024],5
[0.30775988 0.30775988 0.30775988 ... 0.08156401 0.10687702 0.04475067],2
[0.02406912 0.         0.01449537 ... 0.03189512 0.02177158 0.        ],6
[0.35184088 0.25086631 0.05389432 ... 0.12787865 0.04852036 0.04575655],6
[0.18214581 0.31187424 0.22655623 ... 0.0351492  0.07854876 0.01564646],4
[0.12540444 0.02191425 0.06515743 ... 0.         0.04169457 0.03614659],5
[0.30113148 0.30113148 0.23533906 ... 0.15309117 0.12953732 0.20477208],4
[0.06784526 0.24221503 0.39256688 ... 0.16911822 0.30251292 0.30251292],5
[0.40254001 0.09342611 0.         ... 0.         0.         0.        ],4
[0.27387986 0.11494231 0.09329608 ... 0.         0.00574693 0.00504039],5
[0.34756815 0.37091215 0.05483042 ... 0.19015465 0.25062098 0.11076071],5
[0.13958788 0.08108042 0.06246656 ... 0.07225513 0.07461513 0.        ],2
[0.         0.         0.         ... 0.         0.02895072 0.27945352],0
[0.14322923 0.         0.         ... 0.         0.         0.        ],5
[0.08075619 0.03647349 0.02368144 ... 0.01722179 0.         0.        ],7
[0.35903381 0.34299722 0.00786681 ... 0.0011408  0.02460839 0.03991356],5
[0.26347014 0.         0.         ... 0.02861296 0.32435498 0.32435498],6
[0.30680199 0.05789391 0.16658177 ... 0.25876342 0.2499365  0.25876342],1
[0.03576213 0.         0.         ... 0.         0.         0.        ],5
[0.09383612 0.20771983 0.28685402 ... 0.01227008 0.03135159 0.07964644],3
[0.34719004 0.         0.         ... 0.23380855 0.04244999 0.01174361],5
[0. 0. 0. ... 0. 0. 0.],0
[0.28830728 0.         0.         ... 0.1453269  0.0713289  0.05920064],2
[0.15369591 0.1385789  0.11503241 ... 0.05404774 0.03056731 0.05669556],5
[0.14740852 0.0139451  0.05084341 ... 0.08267505 0.09850538 0.12461213],4
[0.22585477 0.18130677 0.0927508  ... 0.         0.18874067 0.22121347],1
[0.23450443 0.         0.02315109 ... 0.06496705 0.23327322 0.12339445],2
[0.28055193 0.19020664 0.24421532 ... 0.02076776 0.15145772 0.        ],0
[0.23815259 0.1645065  0.23815259 ... 0.         0.05294056 0.15227131],3
[0.21933223 0.29634785 0.29634785 ... 0.         0.         0.23136466],5
[0.09982795 0.         0.03529451 ... 0.01560739 0.00688551 0.        ],4
[0.09066685 0.20543667 0.21526854 ... 0.24727523 0.24727523 0.19101779],7
[0.27286821 0.27286821 0.10298676 ... 0.06037404 0.00707895 0.        ],5
[0.28375513 0.26899287 0.0734109  ... 0.07280978 0.02165063 0.04940893],4
[0.27852174 0.27852174 0.27852174 ... 0.02235268 0.00589045 0.03778639],3
[0.24171547 0.10519201 0.03538666 ... 0.26458205 0.24425017 0.09120854],4
[0.14617983 0.07806032 0.28014765 ... 0.14992227 0.1049349  0.10330526],0
[0.12506266 0.06463545 0.13773391 ... 0.         0.         0.        ],4
[0.42934685 0.         0.         ... 0.         0.         0.        ],5
[0.35283727 0.15346936 0.16525193 ... 0.06677435 0.         0.03690768],2
[0.13629911 0.         0.04784217 ... 0.07385474 0.16036272 0.173005  ],6
[0.27829057 0.04495532 0.05342516 ... 0.13528681 0.10289435 0.        ],5
[0.12548692 0.         0.         ... 0.1066439  0.06676043 0.        ],5
[0.3509794  0.05703415 0.02809206 ... 0.         0.07298051 0.02575101],7
[0.10670832 0.         0.03018167 ... 0.         0.         0.24767718],4
[0.         0.         0.         ... 0.13248636 0.08850299 0.12523548],2
[0.3538881  0.03712114 0.         ... 0.00866615 0.04949921 0.08797481],1
[0.24318829 0.22192869 0.23211059 ... 0.01910817 0.01289037 0.00697802],5
[0.42671014 0.         0.         ... 0.28429612 0.14562352 0.        ],5
[0.22926045 0.15025376 0.22926045 ... 0.0390732  0.06461137 0.05321733],5
[0.15097984 0.0241636  0.07918618 ... 0.16859901 0.16316667 0.09565007],5
[0.06047616 0.06824991 0.04449706 ... 0.02286157 0.24600681 0.24600681],2
[0.16992482 0.08113916 0.03927384 ... 0.21740929 0.08090455 0.05767516],0
[0.27562357 0.20431431 0.11392094 ... 0.08450805 0.05896535 0.25584036],2
[0.26497531 0.03364034 0.0235484  ... 0.14447942 0.00678552 0.0400933 ],2
[0.         0.         0.         ... 0.01204279 0.         0.08112902],3
[0.23527244 0.21203801 0.20815777 ... 0.12626072 0.03075046 0.0682021 ],5
[0.19004859 0.00938907 0.0986195  ... 0.19317041 0.11056632 0.28531008],7
[0.41585635 0.02935071 0.         ... 0.         0.02670377 0.        ],6
[0.23003742 0.15109232 0.21780147 ... 0.1115299  0.09700231 0.0742488 ],1
[0.10653347 0.11128675 0.04372901 ... 0.13947789 0.09669247 0.03418595],5
[0.0179834  0.01953356 0.01001572 ... 0.         0.         0.        ],7
[0.15859003 0.26767779 0.31830027 ... 0.19714768 0.13050284 0.15899754],2
[0.07737102 0.02485724 0.00673404 ... 0.04437224 0.02168358 0.02000822],1
[0.22182812 0.06451991 0.14499196 ... 0.09241617 0.         0.        ],0
[0.         0.         0.         ... 0.33748758 0.09897237 0.0217504 ],2
[0.05782856 0.         0.         ... 0.         0.         0.        ],3
[0.07001923 0.         0.33305651 ... 0.11683715 0.05278165 0.03732226],0
[0.04723165 0.00502605 0.         ... 0.22712747 0.09575003 0.05672619],6
[0.23020151 0.23020151 0.12474799 ... 0.00611689 0.02125778 0.03765426],1
[0.38156451 0.         0.         ... 0.0125675  0.         0.        ],6
[0.21286789 0.05556791 0.0980019  ... 0.02643098 0.03993472 0.        ],3
[0.29746075 0.07140835 0.0625123  ... 0.         0.13708539 0.24594343],5
[0.08919421 0.         0.01052734 ... 0.10213507 0.         0.03029487],5
[0.18016525 0.33211173 0.17429431 ... 0.11704167 0.03335169 0.10332236],4
[0.44740868 0.06564605 0.         ... 0.         0.         0.        ],2
[0.24414546 0.13309498 0.13438924 ... 0.10142627 0.10601678 0.03943203],1
[0.10314311 0.         0.01215553 ... 0.         0.         0.        ],4
[0.00928073 0.         0.         ... 0.00709144 0.02929225 0.01525072],3
[0.0398974  0.02499361 0.04626109 ... 0.1507742  0.06763758 0.        ],6
[0.23351239 0.26510809 0.11784008 ... 0.07472441 0.14675699 0.17202724],2
[0.18740463 0.02492686 0.00985904 ... 0.07435665 0.04831499 0.14187813],5
[0.31299981 0.04735344 0.07011059 ... 0.         0.         0.        ],6
[0.28263808 0.27149476 0.06252509 ... 0.         0.         0.        ],5
[0.41301637 0.25050546 0.         ... 0.         0.         0.        ],0
[0.48698634 0.48698634 0.05942614 ... 0.09030526 0.23263918 0.03493884],5
[0.40884692 0.         0.         ... 0.02792286 0.05544153 0.        ],7
[0.09288176 0.01298062 0.00820967 ... 0.32686434 0.0518402  0.04019886],6
[0.2593707  0.2593707  0.2593707  ... 0.03986874 0.00837027 0.1042854 ],5
[0.2796788  0.2796788  0.18419736 ... 0.01086581 0.01548616 0.10187624],5
[0.24125273 0.         0.21141217 ... 0.13231079 0.09573842 0.15320818],5
[0.12541698 0.03723641 0.04433334 ... 0.         0.         0.        ],3
[0.04230504 0.01693028 0.01121782 ... 0.06061303 0.03125417 0.0441417 ],5
[0.33832814 0.11780616 0.04832157 ... 0.         0.23600137 0.30638768],5
[0.41543663 0.         0.         ... 0.         0.         0.        ],5
[0.12716888 0.40252812 0.05772533 ... 0.         0.04374074 0.13663056],4
[0.24362125 0.22105964 0.11955394 ... 0.0691827  0.09298764 0.11605744],0
[0.26619342 0.26619342 0.18307104 ... 0.01239009 0.         0.03442227],4
[0.15841398 0.20485239 0.08738999 ... 0.00792339 0.23607983 0.28940051],5
[0.24300479 0.03473285 0.33043133 ... 0.05897179 0.07662589 0.00488461],0
[0.32352824 0.         0.         ... 0.         0.         0.        ],5
[0.42779805 0.08516939 0.         ... 0.         0.         0.        ],4
[0.01918588 0.00645744 0.006992   ... 0.09296425 0.15974586 0.12777689],5
[0.29689166 0.         0.07049281 ... 0.         0.         0.08783813],0
[0.40327329 0.17610983 0.         ... 0.         0.         0.        ],4
[0.22616544 0.09219597 0.11246103 ... 0.01104165 0.04934691 0.06042634],2
[0.26562398 0.14716832 0.26183546 ... 0.03282377 0.         0.04893079],5
[0.23638183 0.         0.         ... 0.         0.         0.09606898],5
[0.26117074 0.26117074 0.26117074 ... 0.         0.         0.        ],5
[0.07824083 0.         0.03582573 ... 0.01291534 0.21797437 0.1335585 ],7
[0.19657236 0.03208903 0.04322546 ... 0.02406162 0.16526581 0.36434707],4
[0.1574665  0.02700167 0.04640999 ... 0.3646643  0.3646643  0.04784499],4
[0.24041158 0.11889153 0.24041158 ... 0.         0.         0.        ],6
[0.34548928 0.34548928 0.25316397 ... 0.00706646 0.         0.        ],0
[0.         0.         0.         ... 0.02817649 0.08910188 0.12600909],7
[0.20906667 0.06482052 0.08004607 ... 0.12223729 0.16052251 0.27536764],2
[0.12946544 0.27668944 0.3045844  ... 0.04189173 0.046618   0.28219903],5
[0.1663629  0.32454743 0.46587865 ... 0.04887471 0.00854945 0.30607053],3
[0.11623608 0.28170599 0.24080691 ... 0.11591202 0.03741751 0.44135426],7
[0.11092321 0.19584703 0.33317783 ... 0.13298541 0.09269302 0.04794858],5
[0.27701591 0.27500053 0.27701591 ... 0.         0.10363808 0.33351045],5
[0.08184451 0.0493545  0.05106803 ... 0.         0.00501802 0.04317897],1
[0.1206255  0.08471739 0.04417418 ... 0.07609218 0.25003508 0.25003508],2
[0.04740174 0.00566633 0.01006288 ... 0.04237351 0.02294579 0.09913675],0
[0.35609325 0.36011928 0.07449551 ... 0.08793762 0.11715696 0.29399072],6
[0.05940714 0.0142639  0.00755751 ... 0.36838893 0.24450559 0.11196254],5
[0.         0.         0.         ... 0.13900192 0.11116906 0.20981928],4
[0.25627916 0.01678816 0.05308882 ... 0.         0.         0.        ],5
[0.18554179 0.04193483 0.03319655 ... 0.003829   0.06115002 0.03284128],4
[0.23861626 0.         0.05944982 ... 0.         0.         0.        ],4
[0.35041584 0.35041584 0.02159082 ... 0.09698276 0.         0.        ],4
[0.24284507 0.0039233  0.         ... 0.24300608 0.01000058 0.03425969],4
[0.27996973 0.27996973 0.15693882 ... 0.07736307 0.2171277  0.05206347],4
[0.07107035 0.0339996  0.30297622 ... 0.01889257 0.02987178 0.        ],4
[0.21223958 0.0573211  0.19054169 ... 0.199263   0.33620302 0.21928783],4
[0.19530047 0.22460839 0.18142994 ... 0.16139977 0.05870712 0.        ],5
[0.29675273 0.         0.         ... 0.00868492 0.0205467  0.06149916],5
[0.27858098 0.1187546  0.27858098 ... 0.05919167 0.1146499  0.09720563],5
[0.38541064 0.         0.00433396 ... 0.03819071 0.24170322 0.28573168],7
[0.30926713 0.30926713 0.30926713 ... 0.05822713 0.08686524 0.03059005],7
[0.26543314 0.02953012 0.09338245 ... 0.27531748 0.15490102 0.07601397],5
[0.21759303 0.02115447 0.10100686 ... 0.         0.         0.        ],5
[0.09080685 0.11739627 0.0049086  ... 0.02529256 0.01538486 0.18280165],6
[0.08527987 0.26767127 0.26767127 ... 0.00238898 0.01361931 0.01194492],4
[0.34569233 0.09270854 0.         ... 0.         0.         0.04803671],4
[0.30043164 0.09587938 0.03525163 ... 0.05511505 0.05402589 0.2069925 ],4
[0.36632837 0.         0.         ... 0.         0.         0.0234699 ],4
[0.05490363 0.         0.01362729 ... 0.06594977 0.         0.04268043],7
[0.33846071 0.33846071 0.11934659 ... 0.09177107 0.08599248 0.20418976],5
[0.01787733 0.01241807 0.00717644 ... 0.15572061 0.29718218 0.29718218],4
[0.24378426 0.19556124 0.11849871 ... 0.14000241 0.09079685 0.13456772],6
[0.27829715 0.15305003 0.06265795 ... 0.29796595 0.16278746 0.        ],4
[0.11544402 0.14169778 0.36636492 ... 0.         0.         0.        ],0
[0.24665763 0.19786639 0.19065874 ... 0.16106086 0.15878171 0.25822004],1
[0.22508447 0.1257536  0.12373367 ... 0.21802249 0.14046607 0.04335105],3
[0.36642441 0.2380247  0.09236278 ... 0.23678097 0.23612521 0.18542071],5
[0.16955885 0.         0.         ... 0.         0.01958928 0.0504558 ],4
[0.02770353 0.01827775 0.01439992 ... 0.05034921 0.18972522 0.16930449],4
[0.16585816 0.02215553 0.06500763 ... 0.05545779 0.         0.        ],5
[0. 0. 0. ... 0. 0. 0.],7
[0.43273434 0.43273434 0.03741238 ... 0.01502842 0.09044362 0.        ],4
[0.38431258 0.13648768 0.04525945 ... 0.11951591 0.16277413 0.33525546],5
[0.34800205 0.13868291 0.00580758 ... 0.00312631 0.06564193 0.31366876],1
[0.29985166 0.07222675 0.         ... 0.18475779 0.19250447 0.06548224],1
[0.21033758 0.01514103 0.04135897 ... 0.10933991 0.03692467 0.        ],5
[0.07104361 0.         0.         ... 0.05882987 0.1115812  0.14877738],1
[0.1260676  0.25266758 0.25266758 ... 0.00693341 0.00345366 0.10144944],6
[0.2135092  0.13098143 0.05697996 ... 0.1231746  0.09346441 0.0876535 ],4
[0.30466805 0.         0.08463433 ... 0.         0.         0.        ],6
[0.0512636  0.         0.         ... 0.12284314 0.04855801 0.13734281],6
[0.23767802 0.         0.00927185 ... 0.2346978  0.14680126 0.10794354],0
[0.3054678  0.33787166 0.05268809 ... 0.00269287 0.02431513 0.35649468],4
[0.43496541 0.         0.02738549 ... 0.         0.         0.        ],2
[0.23902219 0.14749454 0.20280309 ... 0.00927207 0.01515744 0.09710746],4
[0.1790541  0.07117925 0.09312532 ... 0.04071692 0.12084693 0.10399584],2
[0.2283818  0.13696801 0.2283818  ... 0.08754668 0.15129545 0.24485684],3
[0.11797433 0.26426386 0.07829145 ... 0.02587589 0.03330145 0.09446189],5
[0.38500851 0.         0.         ... 0.         0.         0.        ],5
[0.3306607  0.         0.         ... 0.00666989 0.00843681 0.        ],0
[0.25425539 0.25425539 0.1693532  ... 0.         0.         0.08120914],5
[0.06983048 0.00784468 0.03957871 ... 0.01994075 0.01935022 0.03886689],4
[0.30860379 0.0246722  0.06338113 ... 0.13343309 0.26324147 0.04029721],6
[0.11808349 0.04735551 0.08015466 ... 0.07837913 0.08967534 0.05111124],5
[0.14785912 0.31280789 0.31280789 ... 0.         0.10959115 0.20219909],4
[0.27846597 0.11922448 0.06538792 ... 0.08163692 0.13421935 0.23198821],4
[0.34432021 0.33278846 0.07901442 ... 0.14122046 0.1450278  0.05164355],7
[0.08870394 0.26610456 0.29821519 ... 0.03125536 0.00429183 0.10247437],1
[0.30199955 0.11750783 0.03598943 ... 0.01566243 0.02980449 0.04827856],4
[0. 0. 0. ... 0. 0. 0.],7
[0.2611975  0.20106938 0.01478392 ... 0.00633902 0.         0.00700027],6
[0.20365998 0.11262372 0.14966245 ... 0.11994797 0.13309425 0.20072798],7
[0.01457121 0.         0.05253723 ... 0.21712305 0.03131565 0.22343029],4
[0.33558104 0.         0.         ... 0.         0.04425073 0.        ],5
[0.39072906 0.08320513 0.         ... 0.         0.         0.20404059],4
[0.2347904  0.10238403 0.18020181 ... 0.25667949 0.00553385 0.02796477],0
[0.35872962 0.09228786 0.05836797 ... 0.         0.         0.        ],5
[0.26685874 0.11433485 0.27159184 ... 0.18722823 0.25873295 0.12056431],4
[0.31474558 0.09325047 0.00977304 ... 0.         0.         0.        ],3
[0.10306069 0.10166002 0.07885316 ... 0.01403029 0.         0.23299757],3
[0.16386003 0.0471035  0.07242063 ... 0.03147381 0.06480236 0.08078892],4
[0. 0. 0. ... 0. 0. 0.],4
[0.25493301 0.01703477 0.12773476 ... 0.10686841 0.05754423 0.008675  ],5
[0.361466   0.361466   0.02660861 ... 0.09425202 0.25904304 0.14772427],4
[0.4087887  0.         0.         ... 0.06217274 0.10484568 0.        ],7
[0.30083434 0.30083434 0.21399617 ... 0.26382002 0.25659141 0.08673746],0
[0.57283171 0.         0.         ... 0.06795883 0.24981431 0.24981431],4
[0.14235241 0.         0.26139455 ... 0.04647141 0.0247136  0.14899796],6
[0.27632376 0.13497411 0.03156808 ... 0.16435973 0.14664695 0.27585006],4
[0.3559187  0.38532675 0.         ... 0.         0.04350289 0.06737927],7
[0.13549043 0.27131628 0.27131628 ... 0.20574954 0.19643637 0.09943555],6
[0.1794271  0.05041182 0.         ... 0.0423723  0.13692061 0.02615891],4
[0.492548 0.       0.       ... 0.       0.       0.      ],5
[0.16961935 0.09586616 0.15451553 ... 0.07764066 0.09304048 0.05236022],1
[0.15598285 0.14221023 0.04177285 ... 0.0613076  0.19040841 0.27451469],1
[0.26808888 0.1105596  0.22425748 ... 0.05005451 0.08240583 0.08654483],4
[0.2690107  0.04812797 0.01512805 ... 0.27339319 0.2287426  0.27339319],5
[0.29186711 0.04457547 0.29186711 ... 0.03505002 0.02770947 0.03918711],1
[0.05034634 0.01125778 0.         ... 0.12202463 0.04675028 0.26685174],6
[0.25675201 0.08578321 0.12764612 ... 0.03554064 0.06040748 0.15894259],5
[0.27181466 0.19132225 0.11259079 ... 0.04941218 0.01953188 0.        ],5
[0.24461976 0.23044129 0.07685878 ... 0.13400198 0.05904617 0.06357122],6
[0.42298867 0.10503563 0.         ... 0.         0.         0.        ],4
[0.29138958 0.06299496 0.108531   ... 0.         0.0555069  0.10331413],1
[0.25003385 0.14086324 0.10897379 ... 0.03502156 0.34378877 0.34378877],1
[0.24694581 0.03451173 0.         ... 0.05052531 0.02871668 0.        ],5
[0.11749168 0.26883418 0.3316569  ... 0.03289319 0.06245787 0.25932534],3
[0.35542847 0.         0.         ... 0.         0.         0.        ],5
[0.23375005 0.         0.07365223 ... 0.37318223 0.         0.        ],4
[0.31203848 0.13874289 0.         ... 0.02395277 0.03123936 0.06131568],5
[0.29862111 0.04371233 0.         ... 0.         0.00388658 0.03548168],5
[0.17924287 0.04283009 0.00943626 ... 0.15213727 0.17789295 0.14878444],4
[0.17887294 0.17051094 0.12474942 ... 0.         0.         0.06953561],5
[0.32206371 0.32206371 0.19914685 ... 0.03898687 0.04449364 0.26952597],4
[0.29444087 0.07728071 0.04909621 ... 0.         0.         0.        ],5
[0.01817672 0.         0.         ... 0.03545676 0.03178284 0.09191051],6
[0.29108108 0.06187522 0.06553389 ... 0.13811284 0.12473722 0.02441625],5
[0.02533472 0.         0.         ... 0.         0.         0.        ],5
[0.18056882 0.0187612  0.00735875 ... 0.07183272 0.11833321 0.03953137],0
[0.33477036 0.06775354 0.12632556 ... 0.         0.05116858 0.        ],5
[0.19988854 0.3090971  0.3090971  ... 0.02729748 0.00406968 0.00817995],5
[0.22981816 0.0359702  0.01771112 ... 0.02063124 0.22264315 0.1242336 ],0
[0.1689046  0.10094861 0.05794468 ... 0.10069122 0.12307867 0.11658711],5
[0.27806528 0.27806528 0.27806528 ... 0.14312055 0.04761048 0.02072314],4
[0.         0.         0.         ... 0.03291822 0.08703515 0.28041467],4
[0.27836251 0.36124336 0.02125259 ... 0.01432074 0.00400382 0.        ],5
[0.32117087 0.14035114 0.23703625 ... 0.11175523 0.18564647 0.09901777],6
[0.23858053 0.23858053 0.19111343 ... 0.10650419 0.10190988 0.22844694],3
[0.20565679 0.02987821 0.01701739 ... 0.         0.         0.        ],5
[0.         0.         0.         ... 0.05656808 0.03943014 0.        ],4
[0.02604425 0.         0.00324989 ... 0.18938961 0.24846044 0.16850458],4
[0.21931587 0.22087692 0.09258769 ... 0.19394043 0.07422465 0.10016558],5
[0.00787677 0.         0.         ... 0.02350484 0.11433256 0.31929538],5
[0.234989   0.04207434 0.09939822 ... 0.04596014 0.0370105  0.0355553 ],5
[0.18868432 0.         0.01905999 ... 0.02232799 0.03530366 0.07489036],7
[0.31568348 0.         0.         ... 0.00776755 0.072541   0.27438477],0
[0.33959171 0.33959171 0.1001919  ... 0.0347399  0.18478304 0.15751591],1
[0.34794364 0.20069297 0.         ... 0.09148008 0.21117114 0.09705583],5
[0.02247053 0.         0.         ... 0.03232711 0.19164275 0.22782233],4
[0.14999804 0.22513011 0.29818942 ... 0.03082963 0.08537008 0.14449436],1
[0.26999185 0.11279719 0.21290197 ... 0.01923202 0.06081698 0.02150205],4
[0.33916156 0.33916156 0.         ... 0.         0.         0.        ],7
[0.33281001 0.         0.         ... 0.04432485 0.28801014 0.30423586],4
[0.07869965 0.04197258 0.15039221 ... 0.04609321 0.08656462 0.00620815],0
[0.26900422 0.14568913 0.26900422 ... 0.11232688 0.12966021 0.12368132],1
[0.07169639 0.06488123 0.0415941  ... 0.02501674 0.22606987 0.28633471],0
[0.40970493 0.40970493 0.08791317 ... 0.         0.03434023 0.08035616],4
[0.12612854 0.         0.         ... 0.04470342 0.22328433 0.26811014],5
[0.04147508 0.00579632 0.         ... 0.05801067 0.08691694 0.22787146],6
[0.07672164 0.03606947 0.01036616 ... 0.20736481 0.11808245 0.23755751],6
[0.10274962 0.26189772 0.26189772 ... 0.11444031 0.1026855  0.12540707],5
[0.23284427 0.03624037 0.17342533 ... 0.281365   0.281365   0.281365  ],3
[0.14097149 0.04503169 0.0664546  ... 0.07199233 0.21786729 0.12608873],5
[0.21619969 0.23013955 0.08910652 ... 0.35389207 0.35389207 0.07499597],5
[0.02331414 0.0026066  0.04490025 ... 0.10140487 0.0193173  0.08612777],1
[0.10647772 0.12357394 0.03974765 ... 0.22171422 0.18630038 0.        ],5
[0.23660736 0.0360152  0.06443797 ... 0.00783796 0.06102201 0.30633691],0
[0.03976155 0.02617151 0.04096351 ... 0.07046817 0.0267579  0.01023532],0
[0.30794831 0.30794831 0.01562019 ... 0.23583969 0.16011773 0.15162263],0
[0.04499314 0.         0.         ... 0.33968175 0.23448851 0.1026149 ],0
[0.15044526 0.39664242 0.39664242 ... 0.20511253 0.10012833 0.26482571],7
[0.2565822  0.2565822  0.2565822  ... 0.32787887 0.32787887 0.00705534],0
[0.17603776 0.01988452 0.06296447 ... 0.00927664 0.00899747 0.        ],4
[0.22000357 0.10445304 0.04495739 ... 0.         0.         0.        ],4
[0.0713436  0.         0.04035803 ... 0.20555777 0.2600123  0.        ],7
[0.21124952 0.09255295 0.1319932  ... 0.02495528 0.00973083 0.03030183],2
[0.16977755 0.04902649 0.02939287 ... 0.         0.312186   0.312186  ],4
[0.29445548 0.         0.         ... 0.         0.06305513 0.11533053],5
[0.03207122 0.01628703 0.36272434 ... 0.06542432 0.1549996  0.00931741],4
[0.46846134 0.         0.         ... 0.07444902 0.         0.00323834],3
[0.25811035 0.18870169 0.25811035 ... 0.22829813 0.30421666 0.23339411],1
[0.         0.         0.         ... 0.02141584 0.09400936 0.26120121],5
[0.00503674 0.         0.         ... 0.25533307 0.1101948  0.15505266],2
[0. 0. 0. ... 0. 0. 0.],3
[0.42015442 0.16276798 0.03732051 ... 0.35366425 0.35366425 0.11049673],2
[0.37230348 0.02836217 0.         ... 0.13366845 0.04081914 0.        ],5
[0.4063678  0.4063678  0.08369978 ... 0.0121815  0.03057362 0.33673827],4
[0.19053021 0.05689224 0.0728453  ... 0.35709564 0.35709564 0.35709564],5
[0.11127144 0.34903006 0.07303207 ... 0.13153363 0.05328684 0.1425338 ],4
[0.28642073 0.03005882 0.         ... 0.11514202 0.31518248 0.31518248],1
[0.33931702 0.09265754 0.04497201 ... 0.03481303 0.         0.        ],0
[0.12605181 0.2245547  0.2432913  ... 0.00265124 0.         0.        ],2
[0. 0. 0. ... 0. 0. 0.],5
[0.25707851 0.15909494 0.12124241 ... 0.06940957 0.06614591 0.10063611],5
[0.03333416 0.         0.17463431 ... 0.00098583 0.11285121 0.24329517],5
[0.3490525  0.18585749 0.         ... 0.         0.0184692  0.        ],4
[0.10754484 0.00236556 0.         ... 0.1136053  0.32167585 0.32167585],4
[0.05142728 0.         0.         ... 0.         0.         0.        ],4
[0.23236979 0.05213068 0.09314803 ... 0.02865584 0.00700967 0.13124621],4
[0.13672841 0.         0.         ... 0.         0.         0.        ],6
[0.30942166 0.07441708 0.10981949 ... 0.03546928 0.26549395 0.26549395],1
[0.3418411  0.         0.01337335 ... 0.02190265 0.         0.        ],5
[0.176577   0.03207312 0.01804842 ... 0.20408329 0.24711579 0.10670795],5
[0.4283341 0.        0.        ... 0.        0.        0.       ],5
[0.07234921 0.00447851 0.         ... 0.00178915 0.         0.10826378],5
[0.0263468  0.00182682 0.04375117 ... 0.26278592 0.20481805 0.10137441],7
[0.28278511 0.05012894 0.10400625 ... 0.01335896 0.         0.06197878],6
[0.26944615 0.         0.04390708 ... 0.12589801 0.05687492 0.13286936],5
[0.23793074 0.23793074 0.18292246 ... 0.03059282 0.08762363 0.12051677],6
[0.12181036 0.02036135 0.00160554 ... 0.0746945  0.         0.17717158],5
[0.30584474 0.30584474 0.06526021 ... 0.         0.         0.39053612],4
[0.35737965 0.35737965 0.         ... 0.         0.         0.        ],4
[0.06159381 0.00371532 0.00884418 ... 0.         0.         0.        ],4
[0.10186018 0.02255399 0.05620107 ... 0.06782683 0.01787394 0.        ],5
[0.21035383 0.09875282 0.02871499 ... 0.05263059 0.00748139 0.        ],4
[0.15014811 0.00416192 0.         ... 0.31744888 0.10167048 0.        ],3
[0.         0.         0.         ... 0.         0.         0.18788103],4
[0.         0.         0.         ... 0.02660534 0.         0.09631672],0
[0.31673246 0.31673246 0.10682502 ... 0.28583009 0.25550861 0.17423538],5
[0.32087948 0.10278613 0.16577539 ... 0.33732658 0.01388633 0.04112085],1
[0.27967743 0.27967743 0.27967743 ... 0.         0.         0.        ],5
[0.30486374 0.20693605 0.21834886 ... 0.         0.         0.0288949 ],5
[0.14716236 0.27408092 0.27263487 ... 0.32677148 0.32677148 0.11422529],0
[0.53971914 0.0183123  0.21291339 ... 0.02592452 0.02225829 0.02850516],2
[0.25229518 0.14231882 0.1414235  ... 0.26924475 0.26924475 0.18737135],5
[0.06044048 0.03984709 0.11070852 ... 0.         0.         0.04395198],4
[0.27121201 0.06073836 0.         ... 0.02808332 0.         0.        ],6
[0.23302116 0.09337913 0.14180716 ... 0.31800199 0.31800199 0.07029851],5
[0.03221519 0.01250471 0.01597778 ... 0.04383412 0.10640459 0.33050846],2
[0.24391454 0.20753742 0.22859092 ... 0.39344594 0.19121606 0.04698275],4
[0.31183166 0.31183166 0.19585273 ... 0.00670094 0.         0.        ],0
[0.03232697 0.         0.04571723 ... 0.         0.         0.        ],2
